genome_ID	OTU	NCBI_ID	novelty_category
Otu174.0	237	728056	new_strain
Otu900	457425	457425	known_strain
Otu902	1217712	1217712	known_strain
Otu602	1405	1405	known_strain
Otu129.0	75682	75682	new_genus
Otu987.0	75682	149698	new_species
Otu551.0	649777	525903	known_strain
Otu639	1404245	1404245	known_strain
Otu503.0	403	675511	known_strain
Otu1042	665577	665577	known_strain
Otu72.0	119060	311230	new_strain
Otu1007.0	2004	316330	known_strain
Otu24.0	374	374	new_species
Otu795.0	75682	963	new_species
Otu924	479431	479431	known_strain
Otu396.0	45404	395965	known_strain
Otu553.0	49	1254432	known_strain
Otu831	1121917	1121917	known_strain
Otu833	667632	667632	known_strain
Otu837	106592	106592	new_strain
Otu153.0	32033	216778	new_strain
Otu555.0	1386	796606	known_strain
Otu1003.0	1707	590998	known_strain
Otu511.0	149698	149698	new_species
Otu295.0	119060	1217718	known_strain
Otu275.0	2070	65497	known_strain
Otu1011.0	32033	83618	new_species
Otu1011.1	32033	40324	new_strain
Otu1047.0	2062	457427	known_strain
Otu457.0	80864	34073	new_strain
Otu74.0	379	379	new_species
Otu577.0	20	1736591	new_strain
Otu761.0	10	498211	known_strain
Otu58.0	149698	149698	new_species
Otu83.1	379	384	new_strain
Otu1085.1	80864	34073	new_strain
Otu1085.0	80864	358220	new_strain
Otu896.0	75787	76114	known_strain
Otu18.0	135621	294	new_strain
Otu18.1	135621	286	new_species
Otu943.0	135621	1262454	known_strain
Otu890.0	1268	1312959	known_strain
Otu787	320771	320771	known_strain
Otu539.0	82115	311403	known_strain
Otu785	1223523	1223523	known_strain
Otu784	471853	471853	known_strain
Otu1025	1120971	1120971	known_strain
Otu1026	1303518	1303518	known_strain
Otu62.0	119060	106589	new_species
Otu1021	497964	497964	known_strain
Otu1022	290402	290402	known_strain
Otu1023	1131730	1131730	known_strain
Otu525.0	2070	749927	known_strain
Otu525.1	2070	345341	known_strain
Otu1029	1365176	1365176	known_strain
Otu943	930171	930171	known_strain
Otu942	1050202	1050202	known_strain
Otu945	1121342	1121342	known_strain
Otu944	294	294	new_strain
Otu762	519442	519442	known_strain
Otu949	294	294	new_strain
Otu603	1500301	1500301	new_strain
Otu606	485913	485913	known_strain
Otu768	1121353	1121353	known_strain
Otu951.0	563798	1120967	known_strain
Otu633.0	265	1367847	known_strain
Otu34.0	69277	71433	new_strain
Otu519.0	1813	287986	known_strain
Otu971.0	1578	1400520	known_strain
Otu166.0	75682	75682	new_genus
Otu398.0	191494	1283299	known_strain
Otu859	1417988	1417988	known_strain
Otu779.0	1762	350054	known_strain
Otu858	106592	106592	new_strain
Otu610.0	44249	1501230	known_strain
Otu182.0	119060	106589	new_species
Otu955.0	1386	315749	known_strain
Otu521.0	13687	1449076	new_strain
Otu755.0	1121253	1121272	known_strain
Otu637.0	119060	398527	known_strain
Otu213.0	186804	1286171	known_strain
Otu213.1	186804	1292035	known_strain
Otu242.0	28256	1178482	known_strain
Otu843	1238237	1238237	known_strain
Otu847	1038866	1038866	known_strain
Otu211.0	20	20	new_species
Otu78.0	2070	208439	known_strain
Otu631.1	41294	85413	new_species
Otu721.0	41297	627192	known_strain
Otu721.1	41297	452662	known_strain
Otu618.0	49546	236814	known_strain
Otu535.0	2070	1068978	known_strain
Otu799	286	286	new_species
Otu616.1	2070	1089545	known_strain
Otu201.0	2070	446462	known_strain
Otu1068	1206777	1206777	known_strain
Otu1063	82115	82115	new_genus
Otu1064	394503	394503	known_strain
Otu1065	1316927	1316927	known_strain
Otu209.0	135621	743713	known_strain
Otu712.0	31989	759362	known_strain
Otu797	446466	446466	known_strain
Otu382.0	186823	1120973	known_strain
Otu723	12916	12916	new_species
Otu480.0	563835	485918	known_strain
Otu50.0	32008	1298859	known_strain
Otu867.0	145357	1121385	known_strain
Otu309.0	41297	165697	new_species
Otu486.0	85015	196162	known_strain
Otu486.1	85015	479435	known_strain
Otu1059.0	32033	40324	new_strain
Otu258.0	200667	1124780	known_strain
Otu931	1121362	1121362	known_strain
Otu935	443255	443255	known_strain
Otu936	404589	404589	known_strain
Otu730.0	174951	365046	known_strain
Otu266.0	1663	1267981	known_strain
Otu777	321846	321846	known_strain
Otu835.0	69277	68287	new_species
Otu268.0	84566	509635	known_strain
Otu801	286	286	new_species
Otu802	1760	1760	new_order
Otu803	1386	1386	new_species
Otu809	1742993	1742993	new_species
Otu207.0	1762	700508	known_strain
Otu708.0	125216	1217720	known_strain
Otu4.0	68287	71433	new_strain
Otu560.0	329857	979226	known_strain
Otu958	1478	1478	new_strain
Otu411.0	45401	46913	new_species
Otu798.0	1827	1429046	known_strain
Otu91.0	286	1268068	new_strain
Otu252.0	379	379	new_species
Otu839.0	286	286	new_species
Otu839.1	286	294	new_strain
Otu93.0	374	375	new_strain
Otu837.0	135621	395598	new_strain
Otu1059	290397	290397	known_strain
Otu89.0	32033	1736576	new_strain
Otu89.1	32033	216778	new_strain
Otu2.0	135621	1419583	known_strain
Otu632	1760	1760	new_order
Otu12.0	119060	106589	new_species
Otu1010	1449976	1449976	known_strain
Otu1013	593907	593907	known_strain
Otu1012	360313	360313	new_strain
Otu581.0	32033	83618	new_species
Otu1016	1131731	1131731	known_strain
Otu431.0	69277	68287	new_species
Otu576	311230	311230	new_strain
Otu752	41275	41275	new_species
Otu960	34073	34073	new_strain
Otu757	926564	926564	known_strain
Otu611	717606	717606	known_strain
Otu759	1200352	1200352	known_strain
Otu977	1121377	1121377	known_strain
Otu970	1380394	1380394	known_strain
Otu971	69328	69328	known_strain
Otu972	358	358	new_strain
Otu616	1760	1760	new_order
Otu118.0	46913	46914	new_strain
Otu261.0	41275	41275	new_species
Otu687	135614	135614	new_family
Otu31.0	286	658612	known_strain
Otu296.1	28056	1120949	known_strain
Otu296.0	28056	1136417	known_strain
Otu589.0	32033	83618	new_species
Otu1007.1	2004	479432	known_strain
Otu753.0	506	1156919	known_strain
Otu83.0	379	379	new_species
Otu423.0	85015	1120950	known_strain
Otu707	1760	1760	new_order
Otu21.0	379	379	new_species
Otu130.0	119060	106590	new_strain
Otu29.0	41297	13687	new_species
Otu794.0	41295	1121033	known_strain
Otu359.0	1525371	399	new_strain
Otu996	80840	80840	new_family
Otu997	694427	694427	known_strain
Otu990	591159	591159	known_strain
Otu1021.0	59732	421531	known_strain
Otu856	1005941	1005941	known_strain
Otu853	1459636	1459636	known_strain
Otu852	106592	106592	new_strain
Otu999	398511	398511	known_strain
Otu848	1121125	1121125	known_strain
Otu554.0	85023	1121372	known_strain
Otu36.0	45401	46913	new_species
Otu631.0	41294	1510531	new_strain
Otu657.0	32033	83618	new_species
Otu657.1	32033	83618	new_species
Otu1052	1128398	1128398	known_strain
Otu512.0	80864	12916	new_species
Otu126.0	12916	12916	new_species
Otu988.0	49	448385	known_strain
Otu564.0	414878	479433	known_strain
Otu75.0	28056	219305	known_strain
Otu59.0	747294	1736315	new_strain
Otu19.0	119060	119060	new_genus
Otu1052.0	191494	469383	known_strain
Otu479.0	1298	926554	known_strain
Otu868.0	237	1202532	known_strain
Otu675.0	75	1298862	known_strain
Otu659.0	80864	758826	new_strain
Otu677.0	41297	1736474	new_strain
Otu927	294	294	new_strain
Otu926	294	294	new_strain
Otu925	294	294	new_strain
Otu780.0	2012	1120936	known_strain
Otu888	379	379	new_species
Otu1072.0	361607	929712	known_strain
Otu666	41275	41275	new_species
Otu884	1406	1406	known_strain
Otu886	1268	1268	new_genus
Otu880	525897	525897	known_strain
Otu881	1121288	1121288	known_strain
Otu882	29320	29320	new_strain
Otu950.0	506	222	new_species
Otu950.1	506	1156918	known_strain
Otu389.0	213422	443143	known_strain
Otu916.0	1298	709986	known_strain
Otu1074.0	44249	697284	known_strain
Otu714	12916	12916	new_species
Otu17.0	80864	80864	new_genus
Otu710	41275	41275	new_species
Otu1076.0	80864	34073	new_strain
Otu719	1760	1760	new_order
Otu128.0	45401	46913	new_species
Otu518.0	84566	485917	known_strain
Otu665.0	59732	421072	known_strain
Otu813	456442	456442	known_strain
Otu812	1441930	1441930	known_strain
Otu811	395598	395598	new_strain
Otu817	1760	1760	new_order
Otu816	1760	1760	new_order
Otu815	444461	444461	known_strain
Otu814	75612	75612	new_strain
Otu934.0	1716	1285583	known_strain
Otu671.0	89373	1048983	known_strain
Otu818	1304866	1304866	known_strain
Otu179.0	379	379	new_species
Otu897.0	41297	407019	new_strain
Otu897.1	41297	165697	new_species
Otu758.0	75682	75682	new_genus
Otu786.0	43668	446465	known_strain
Otu978.0	32033	32033	new_genus
Otu660	357809	357809	known_strain
Otu661	587753	587753	new_strain
Otu663	587753	587753	new_strain
Otu902.0	57665	1150621	known_strain
Otu664	1089549	1089549	known_strain
Otu1044.0	213422	404380	known_strain
Otu922	756067	756067	known_strain
Otu866	1408254	1408254	known_strain
Otu1098	69222	69222	known_strain
Otu864	106592	106592	new_strain
Otu921	1121346	1121346	known_strain
Otu883.0	1883	253839	known_strain
Otu1090	592361	592361	new_strain
Otu1093	591158	591158	known_strain
Otu1092	1285586	1285586	known_strain
Otu1046.0	84566	762903	known_strain
Otu1094	1295141	1295141	known_strain
Otu869	642	642	new_species
Otu187.0	323620	1410620	new_strain
Otu1015	324057	324057	known_strain
Otu1060.0	49546	307480	known_strain
Otu381.0	49546	59732	new_species
Otu619.0	80864	12916	new_species
Otu347.0	28056	1150864	known_strain
Otu57.0	119060	106589	new_species
Otu222.0	1663	1096756	known_strain
Otu616.0	2070	405948	known_strain
Otu220.0	44249	44249	new_species
Otu220.1	44249	1380763	known_strain
Otu63.0	237	1144313	new_strain
Otu1007	73010	73010	new_strain
Otu1000	1121926	1121926	known_strain
Otu968	1478	1478	new_strain
Otu747	1760	1760	new_order
Otu962	34073	34073	new_strain
Otu961	487316	487316	known_strain
Otu744	12916	12916	new_species
Otu967	1345695	1345695	known_strain
Otu966	43759	43759	known_strain
Otu965	59732	59732	new_species
Otu964	1927	1927	known_strain
Otu632.0	49546	445961	known_strain
Otu746.0	69277	1144343	new_strain
Otu620	1214102	1214102	known_strain
Otu1096.1	32033	32033	new_genus
Otu1096.0	32033	1881042	new_strain
Otu99.0	20	20	new_species
Otu918	1217715	1217715	known_strain
Otu919	1038862	1038862	known_strain
Otu734.0	28056	1246995	known_strain
Otu915	684949	684949	known_strain
Otu251.0	32033	435897	new_strain
Otu911	1120985	1120985	known_strain
Otu45.0	41294	323098	known_strain
Otu45.1	41294	85413	new_species
Otu624	1174504	1174504	known_strain
Otu625	935543	935543	known_strain
Otu325.0	119060	196367	new_strain
Otu622	1041930	1041930	known_strain
Otu628	1523621	1523621	known_strain
Phoma_radicina_MPI-SP2-AT-0466	565429	565429	known_strain
Aspergillus_fumigatus_MPI-SW4-AT-0569	746128	746128	known_strain
Phialocephala_fortinii_MPI-SW4-AT-0651	62722	62722	known_strain
Sarocladium_strictum_MPI-IT2-AT-0306	5046	5046	known_strain
Penicillium_crustosum_MPI-IT2-AT-0321	36656	36656	known_strain
Pyrenochaeta_lycopersici_MPI-FR1-AT-0381	285811	285811	known_strain
Peyronellaea_curtisii_MPI-SP2-AT-0415	749631	749631	known_strain
Fusarium_oxysporum_MPI-CAGE-CH-0226	5507	5507	known_strain
Talaromyces_verruculosus_MPI-SP2-AT-0411	198730	198730	known_strain
Penicillium_canescens_MPI-SW4-AT-0573	5083	5083	known_strain
Phoma_selaginellicola_MPI-SW4-AT-0584	749870	749870	known_strain
Cylindrocarpon_pauciseptatum_MPI-SP2-AT-0468	465806	465806	known_strain
Verticillium_dahliae_MPI-FR1-AT-0353	27337	27337	known_strain
Alternaria_tenuis_MPI-SDFR-AT-0071	5599	5599	known_strain
Fusarium_oxysporum_MPI-CAGE-AT-0013	5507	5507	known_strain
Fusarium_redolens_MPI-CAGE-CH-0216	48865	48865	known_strain
Fusarium_oxysporum_MPI-FR1-AT-0335	5507	5507	known_strain
Fusarium_oxysporum_MPI-IT2-AT-0302	5507	5507	known_strain
Cladosporium_rectoides_MPI-GEGE-AT-0032	887101	887101	known_strain
Gibellulopsis_nigrescens_MPI-SP2-AT-0410	796325	796325	known_strain
Metacordyceps_chlamydosporia_MPI-IT2-AT-0323	280754	280754	known_strain
Ochroconis_tshawytschae_MPI-SP2-AT-0416	262132	262132	known_strain
Phomopsis_columnaris_MPI-SP2-AT-0504	193000	193000	known_strain
Umbelopsis_autotrophica_MPI-SW4-AT-0611	979767	979767	known_strain
Embellisia_chlamydospora_MPI-FR1-AT-0336	247032	247032	known_strain
Fusarium_oxysporum_MPI-PUGE-AT-0057	5507	5507	known_strain
Phialocephala_fortinii_MPI-SW4-AT-0551	62722	62722	known_strain
Phaeosphaeria_eustoma_MPI-FR1-AT-0339	85909	85909	known_strain
Penicillium_restrictum_MPI-SP2-AT-0405	69784	69784	known_strain
Truncatella_angustata_MPI-SW4-AT-0541	152316	152316	known_strain
Fusarium_oxysporum_MPI-SP2-AT-0407	5507	5507	known_strain
Macrophomina_phaseolina_MPI-FR1-AT-0330	35725	35725	known_strain
Rhizopycnis_vagum_MPI-FR1-AT-0346	1589764	1589764	known_strain
Phaeosphaeria_eustoma_MPI-SP2-AT-0401	85909	85909	known_strain
Sporobolomyces_sasicola_MPI-IT2-AT-0310	5444	5444	known_strain
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0093	798071	798071	known_strain
Plectosphaerella_cucumerina_MPI-SP2-AT-0455	40658	40658	known_strain
Neonectria_radicicola_MPI-CAGE-CH-0236	64609	64609	known_strain
Cryptosporiopsis_ericae_MPI-SW4-AT-0549	1663492	1663492	known_strain
Leptodontidium_orchidicola_MPI-SW4-AT-0643	1732013	1732013	known_strain
Myrothecium_cinctum_MPI-SP2-AT-0408	1860054	1860054	known_strain
Macrophomina_phaseolina_MPI-SDFR-AT-0085	35725	35725	known_strain
Ilyonectria_macrodidyma_MPI-GEGE-AT-0033	307937	307937	known_strain
Fusarium_falciforme_MPI-IT2-AT-0322	195108	195108	known_strain
Hypocrea_atroviridis_MPI-SP2-AT-0434	63577	63577	known_strain
Fusarium_equiseti_MPI-CAGE-CH-0233	61235	61235	known_strain
Phoma_exigua_MPI-PUGE-AT-0052	749465	749465	known_strain
Sarocladium_strictum_MPI-SWE4-AT-0554	5046	5046	known_strain
Fusarium_torulosum_MPI-SDFR-AT-0089	33205	33205	known_strain
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0118	798071	798071	known_strain
Plectosphaerella_cucumerina_MPI-FR1-AT-0340	40658	40658	known_strain
Embellisia_chlamydospora_MPI-SP2-AT-0402	247032	247032	known_strain
Plectosphaerella_cucumerina_MPI-SP2-AT-0421	40658	40658	known_strain
Fusarium_falciforme_MPI-FR1-AT-0333	195108	195108	known_strain
Phomopsis_columnaris_MPI-SW4-AT-0540	193000	193000	known_strain
Platanthera_zijinensis_chr	305860 	305860 	known_strain
Rhizoctonia_solani_Rhisola1	1287689 	1287689 	known_strain
Tulasnella_calospora_Tulcal1	156515 	156515 	known_strain
Platanthera_zijinensis_chr	2320716	2320716	known_strain
RNODE_416_length_1581_cov_3.82938	32644	32644	unknown
RNODE_217_length_2598_cov_4.83502	32644	32644	unknown
RNODE_138_length_6510_cov_13.48012	32644	32644	unknown
RNODE_325_length_1939_cov_27.67762	32644	32644	unknown
RNODE_124_length_1415_cov_2.71141	45202	45202	plasmid
RNODE_369_length_4633_cov_7.61375	1214906	1214906	virus
RNODE_317_length_2062_cov_4.66471	32644	32644	unknown
RNODE_76_length_3393_cov_4.30851	32644	32644	unknown
RNODE_548_length_4577_cov_9.61395	32644	32644	unknown
RNODE_375_length_2518_cov_4.10497	45202	45202	plasmid
RNODE_347_length_5424_cov_5.89171	45202	45202	plasmid
RNODE_296_length_1799_cov_6.54699	32644	32644	unknown
RNODE_196_length_1935_cov_38.48772	45202	45202	plasmid
RNODE_286_length_1588_cov_4.62324	32644	32644	unknown
RNODE_264_length_2217_cov_3.64237	32644	32644	unknown
RNODE_577_length_7056_cov_38.11425	45202	45202	plasmid
RNODE_570_length_2044_cov_6.96707	32644	32644	unknown
RNODE_488_length_20029_cov_34.82594	32644	32644	unknown
RNODE_71_length_2272_cov_3.05244	32644	32644	unknown
RNODE_198_length_2135_cov_8.85376	32644	32644	unknown
RNODE_477_length_5419_cov_20.61131	45202	45202	plasmid
RNODE_247_length_8256_cov_14.85123	32644	32644	unknown
RNODE_260_length_1690_cov_3.39508	45202	45202	plasmid
RNODE_28_length_2156_cov_6.27835	45202	45202	plasmid
RNODE_34_length_5214_cov_5.85112	45202	45202	plasmid
RNODE_85_length_1577_cov_8.00900	45202	45202	plasmid
RNODE_529_length_1514_cov_4.48325	45202	45202	plasmid
RNODE_275_length_3412_cov_8.48584	45202	45202	plasmid
RNODE_412_length_3243_cov_51.13691	45202	45202	plasmid
RNODE_83_length_6134_cov_3.71057	32644	32644	unknown
RNODE_373_length_1497_cov_5.24000	32644	32644	unknown
RNODE_144_length_2325_cov_4.38472	32644	32644	unknown
RNODE_575_length_2552_cov_5.49684	32644	32644	unknown
RNODE_433_length_2054_cov_26.46352	45202	45202	plasmid
RNODE_295_length_10931_cov_11.99890	32644	32644	unknown
RNODE_140_length_2497_cov_5.86303	45202	45202	plasmid
RNODE_499_length_5376_cov_7.50141	45202	45202	plasmid
RNODE_130_length_2230_cov_8.22328	45202	45202	plasmid
RNODE_299_length_1525_cov_5.32402	32644	32644	unknown
RNODE_86_length_2125_cov_11.11507	32644	32644	unknown
RNODE_164_length_3484_cov_4.58781	45202	45202	plasmid
RNODE_188_length_3578_cov_152.10292	45202	45202	plasmid
RNODE_160_length_1746_cov_3.90255	32644	32644	unknown
RNODE_226_length_3315_cov_75.69511	45202	45202	plasmid
RNODE_486_length_2116_cov_5.68150	45202	45202	plasmid
RNODE_223_length_2107_cov_5.74724	45202	45202	plasmid
RNODE_45_length_2213_cov_3.74441	32644	32644	unknown
RNODE_145_length_1547_cov_6.91082	45202	45202	plasmid
RNODE_99_length_1369_cov_5.25687	32644	32644	unknown
RNODE_216_length_15421_cov_6.49724	45202	45202	plasmid
RNODE_406_length_2395_cov_90.64012	45202	45202	plasmid
RNODE_572_length_1964_cov_10.71878	45202	45202	plasmid
RNODE_514_length_7618_cov_5.62957	45202	45202	plasmid
RNODE_292_length_1675_cov_7.61464	45202	45202	plasmid
RNODE_352_length_10296_cov_22.51324	1214906	1214906	virus
RNODE_167_length_15660_cov_7.41802	45202	45202	plasmid
RNODE_23_length_1998_cov_572.28391	45202	45202	plasmid
RNODE_344_length_2191_cov_2.64592	32644	32644	unknown
RNODE_482_length_12608_cov_5.40546	45202	45202	plasmid
RNODE_579_length_8791_cov_4.68076	45202	45202	plasmid
RNODE_599_length_1516_cov_6.51991	32644	32644	unknown
RNODE_458_length_1682_cov_17.95957	45202	45202	plasmid
RNODE_519_length_4527_cov_27.40475	45202	45202	plasmid
RNODE_353_length_1966_cov_4.24691	45202	45202	plasmid
RNODE_552_length_2139_cov_25.28849	45202	45202	plasmid
RNODE_75_length_1697_cov_2.91164	32644	32644	unknown
RNODE_174_length_2429_cov_2.88035	32644	32644	unknown
RNODE_517_length_2527_cov_12.78156	32644	32644	unknown
RNODE_316_length_1479_cov_156.07138	45202	45202	plasmid
RNODE_47_length_2124_cov_4.45100	32644	32644	unknown
RNODE_112_length_5666_cov_6.47909	45202	45202	plasmid
RNODE_221_length_2696_cov_7.95138	32644	32644	unknown
RNODE_306_length_4235_cov_12.16734	45202	45202	plasmid
RNODE_297_length_1810_cov_21.16499	45202	45202	plasmid
RNODE_178_length_3618_cov_3.32119	45202	45202	plasmid
RNODE_257_length_1602_cov_16.93671	45202	45202	plasmid
RNODE_507_length_1987_cov_46.05898	45202	45202	plasmid
RNODE_103_length_2852_cov_4.11378	45202	45202	plasmid
RNODE_238_length_3219_cov_2.87332	45202	45202	plasmid
RNODE_446_length_1542_cov_16.88168	45202	45202	plasmid
RNODE_403_length_4059_cov_880.62621	45202	45202	plasmid
RNODE_419_length_1879_cov_8.64082	45202	45202	plasmid
RNODE_63_length_9116_cov_7.17902	32644	32644	unknown
RNODE_363_length_5653_cov_18.32623	45202	45202	plasmid
RNODE_379_length_1435_cov_1.62350	45202	45202	plasmid
RNODE_377_length_2313_cov_34.45308	32644	32644	unknown
RNODE_480_length_1461_cov_9.87912	45202	45202	plasmid
RNODE_161_length_2494_cov_2.64806	32644	32644	unknown
RNODE_185_length_1556_cov_2.93481	32644	32644	unknown
RNODE_77_length_2624_cov_7.14989	32644	32644	unknown
RNODE_284_length_8760_cov_7.25395	45202	45202	plasmid
RNODE_430_length_8758_cov_13.30595	32644	32644	unknown
RNODE_236_length_2297_cov_5.75912	32644	32644	unknown
RNODE_586_length_6115_cov_7.69537	45202	45202	plasmid
RNODE_450_length_11970_cov_105.70786	32644	32644	unknown
RNODE_595_length_1522_cov_10.57355	32644	32644	unknown
RNODE_96_length_2623_cov_16.26144	32644	32644	unknown
RNODE_210_length_2651_cov_13.95131	45202	45202	plasmid
RNODE_578_length_7436_cov_10.94682	45202	45202	plasmid
RNODE_162_length_1832_cov_1.88784	45202	45202	plasmid
RNODE_253_length_4934_cov_14.39047	45202	45202	plasmid
RNODE_237_length_4009_cov_52.34788	45202	45202	plasmid
RNODE_385_length_2039_cov_10.22707	32644	32644	unknown
RNODE_4_length_1367_cov_2.97100	32644	32644	unknown
RNODE_351_length_2392_cov_6.50928	32644	32644	unknown
RNODE_580_length_4156_cov_8.38751	45202	45202	plasmid
RNODE_391_length_2002_cov_3.45556	32644	32644	unknown
RNODE_457_length_1464_cov_36.37055	32644	32644	unknown
RNODE_427_length_9830_cov_4.30470	32644	32644	unknown
RNODE_508_length_1879_cov_11.34540	45202	45202	plasmid
RNODE_593_length_8426_cov_4.28144	45202	45202	plasmid
RNODE_333_length_29512_cov_5.09183	1214906	1214906	virus
RNODE_211_length_1756_cov_5.39677	32644	32644	unknown
RNODE_204_length_1584_cov_1.63444	32644	32644	unknown
RNODE_484_length_2351_cov_3.78450	32644	32644	unknown
RNODE_143_length_3260_cov_5.42156	45202	45202	plasmid
RNODE_506_length_4092_cov_6.23826	32644	32644	unknown
RNODE_219_length_1344_cov_3.84720	32644	32644	unknown
RNODE_88_length_5256_cov_29.93752	32644	32644	unknown
RNODE_558_length_8065_cov_7.29220	45202	45202	plasmid
RNODE_181_length_5163_cov_13.91578	45202	45202	plasmid
RNODE_590_length_2199_cov_166.16738	45202	45202	plasmid
RNODE_242_length_3657_cov_7.66465	45202	45202	plasmid
RNODE_52_length_1655_cov_3.75934	32644	32644	unknown
RNODE_95_length_4335_cov_11.95711	45202	45202	plasmid
RNODE_281_length_3634_cov_4.76523	32644	32644	unknown
RNODE_289_length_4454_cov_4.54626	32644	32644	unknown
RNODE_504_length_4144_cov_7.77525	45202	45202	plasmid
RNODE_387_length_2321_cov_4.37973	45202	45202	plasmid
RNODE_2_length_1508_cov_3.94751	45202	45202	plasmid
RNODE_549_length_12275_cov_6.55509	32644	32644	unknown
RNODE_424_length_1604_cov_9.07185	45202	45202	plasmid
RNODE_328_length_1676_cov_7.54655	45202	45202	plasmid
RNODE_501_length_1656_cov_38.89942	32644	32644	unknown
RNODE_348_length_2291_cov_3.76025	32644	32644	unknown
RNODE_448_length_1719_cov_7.88578	45202	45202	plasmid
RNODE_319_length_1321_cov_2.32409	32644	32644	unknown
RNODE_437_length_3085_cov_98.66641	32644	32644	unknown
RNODE_6_length_1955_cov_9.45784	45202	45202	plasmid
RNODE_472_length_3177_cov_4.87929	45202	45202	plasmid
RNODE_490_length_2089_cov_29.26998	45202	45202	plasmid
RNODE_301_length_8746_cov_4.36474	32644	32644	unknown
RNODE_182_length_2608_cov_41.99343	32644	32644	unknown
RNODE_119_length_2367_cov_7.70704	32644	32644	unknown
RNODE_397_length_1629_cov_18.92533	32644	32644	unknown
RNODE_312_length_1648_cov_2.63653	45202	45202	plasmid
RNODE_69_length_2867_cov_5.28717	45202	45202	plasmid
RNODE_597_length_13838_cov_20.78765	32644	32644	unknown
